State,Year,Quarter,H_idx
IA,1976,1,67.65
IA,1976,2,70.13
IA,1976,3,73.96
IA,1976,4,71.09
IA,1977,1,76.11
IA,1977,2,78.06
IA,1977,3,79.69
IA,1977,4,83.06
IA,1978,1,85.36
IA,1978,2,89.64
IA,1978,3,90.83
IA,1978,4,95.06
IA,1979,1,95.89
IA,1979,2,99.07
IA,1979,3,102.32
IA,1979,4,101.05
IA,1980,1,100.0
IA,1980,2,100.61
IA,1980,3,101.35
IA,1980,4,97.18
IA,1981,1,94.68
IA,1981,2,93.09
IA,1981,3,87.86
IA,1981,4,102.32
IA,1982,1,95.41
IA,1982,2,96.51
IA,1982,3,86.08
IA,1982,4,94.29
IA,1983,1,97.86
IA,1983,2,98.79
IA,1983,3,98.4
IA,1983,4,98.17
IA,1984,1,98.35
IA,1984,2,100.34
IA,1984,3,99.04
IA,1984,4,100.65
IA,1985,1,101.23
IA,1985,2,101.2
IA,1985,3,102.74
IA,1985,4,101.93
IA,1986,1,102.98
IA,1986,2,103.54
IA,1986,3,103.98
IA,1986,4,103.6
IA,1987,1,105.18
IA,1987,2,105.17
IA,1987,3,105.2
IA,1987,4,101.79
IA,1988,1,104.22
IA,1988,2,105.86
IA,1988,3,108.05
IA,1988,4,107.52
IA,1989,1,109.54
IA,1989,2,110.72
IA,1989,3,112.8
IA,1989,4,113.74
IA,1990,1,115.32
IA,1990,2,116.77
IA,1990,3,118.33
IA,1990,4,119.31
IA,1991,1,120.88
IA,1991,2,122.23
IA,1991,3,123.31
IA,1991,4,125.18
IA,1992,1,125.56
IA,1992,2,127.62
IA,1992,3,129.27
IA,1992,4,130.41
IA,1993,1,131.59
IA,1993,2,133.5
IA,1993,3,136.19
IA,1993,4,137.76
IA,1994,1,140.35
IA,1994,2,143.91
IA,1994,3,146.65
IA,1994,4,146.72
IA,1995,1,148.4
IA,1995,2,151.64
IA,1995,3,153.78
IA,1995,4,155.18
IA,1996,1,157.35
IA,1996,2,158.64
IA,1996,3,160.09
IA,1996,4,161.08
IA,1997,1,162.66
IA,1997,2,164.5
IA,1997,3,166.93
IA,1997,4,168.35
IA,1998,1,170.54
IA,1998,2,172.73
IA,1998,3,174.6
IA,1998,4,176.75
IA,1999,1,178.37
IA,1999,2,180.99
IA,1999,3,182.09
IA,1999,4,183.29
IA,2000,1,185.21
IA,2000,2,187.66
IA,2000,3,190.15
IA,2000,4,191.56
IA,2001,1,195.65
IA,2001,2,197.75
IA,2001,3,199.05
IA,2001,4,201.51
IA,2002,1,203.28
IA,2002,2,204.26
IA,2002,3,206.85
IA,2002,4,208.6
IA,2003,1,209.93
IA,2003,2,211.51
IA,2003,3,214.12
IA,2003,4,217.48
IA,2004,1,219.12
IA,2004,2,221.41
IA,2004,3,224.48
IA,2004,4,226.96
IA,2005,1,229.6
IA,2005,2,232.37
IA,2005,3,236.1
IA,2005,4,237.87
IA,2006,1,237.83
IA,2006,2,239.3
IA,2006,3,240.75
IA,2006,4,242.67
IA,2007,1,243.53
IA,2007,2,245.65
IA,2007,3,245.54
IA,2007,4,246.9
IA,2008,1,248.29
IA,2008,2,246.9
IA,2008,3,245.01
IA,2008,4,246.11
IA,2009,1,248.51
IA,2009,2,246.94
IA,2009,3,245.53
IA,2009,4,244.9
IA,2010,1,242.97
IA,2010,2,243.84
IA,2010,3,246.15
IA,2010,4,246.13
IA,2011,1,243.83
IA,2011,2,242.32
IA,2011,3,244.61
IA,2011,4,245.7
IA,2012,1,245.66
IA,2012,2,245.58
IA,2012,3,247.53
IA,2012,4,248.56
IA,2013,1,248.98
IA,2013,2,250.62
IA,2013,3,251.62
IA,2013,4,251.76
IA,2014,1,251.55
IA,2014,2,254.94
IA,2014,3,257.66
IA,2014,4,258.91
IA,2015,1,259.92
IA,2015,2,263.27
IA,2015,3,265.72
IA,2015,4,267.3
IA,2016,1,268.9
IA,2016,2,271.59
IA,2016,3,275.48
IA,2016,4,276.74
IA,2017,1,278.67
IA,2017,2,282.41
IA,2017,3,285.86
IA,2017,4,286.98
IA,2018,1,288.19
IA,2018,2,293.66
IA,2018,3,295.76
IA,2018,4,296.41
IA,2019,1,298.16
IA,2019,2,301.89
IA,2019,3,304.95
IA,2019,4,306.88
IA,2020,1,309.04
IA,2020,2,310.66
IA,2020,3,313.61
IA,2020,4,318.35
IA,2021,1,321.68
IA,2021,2,337.12
IA,2021,3,351.6
IA,2021,4,358.7
IA,2022,1,366.15
IA,2022,2,391.32
IA,2022,3,399.4
IA,2022,4,396.67
ID,1975,1,69.99
ID,1975,2,65.07
ID,1975,3,57.82
ID,1975,4,62.2
ID,1976,1,57.57
ID,1976,2,74.58
ID,1976,3,65.3
ID,1976,4,62.59
ID,1977,1,72.91
ID,1977,2,79.64
ID,1977,3,79.65
ID,1977,4,81.71
ID,1978,1,89.87
ID,1978,2,89.16
ID,1978,3,92.21
ID,1978,4,89.46
ID,1979,1,98.89
ID,1979,2,95.99
ID,1979,3,99.22
ID,1979,4,101.37
ID,1980,1,100.0
ID,1980,2,101.73
ID,1980,3,106.22
ID,1980,4,102.66
ID,1981,1,110.17
ID,1981,2,101.71
ID,1981,3,103.03
ID,1981,4,118.22
ID,1982,1,94.14
ID,1982,2,109.58
ID,1982,3,104.48
ID,1982,4,110.91
ID,1983,1,110.57
ID,1983,2,106.87
ID,1983,3,106.83
ID,1983,4,108.61
ID,1984,1,110.31
ID,1984,2,109.07
ID,1984,3,110.56
ID,1984,4,113.49
ID,1985,1,108.36
ID,1985,2,114.02
ID,1985,3,115.14
ID,1985,4,112.7
ID,1986,1,115.33
ID,1986,2,112.87
ID,1986,3,114.69
ID,1986,4,115.06
ID,1987,1,116.28
ID,1987,2,114.07
ID,1987,3,110.6
ID,1987,4,110.5
ID,1988,1,113.16
ID,1988,2,114.17
ID,1988,3,111.99
ID,1988,4,111.85
ID,1989,1,115.18
ID,1989,2,116.05
ID,1989,3,117.71
ID,1989,4,118.48
ID,1990,1,120.53
ID,1990,2,125.15
ID,1990,3,127.96
ID,1990,4,126.88
ID,1991,1,130.45
ID,1991,2,130.82
ID,1991,3,133.63
ID,1991,4,136.76
ID,1992,1,138.26
ID,1992,2,139.65
ID,1992,3,142.93
ID,1992,4,146.81
ID,1993,1,148.05
ID,1993,2,152.82
ID,1993,3,156.99
ID,1993,4,159.89
ID,1994,1,160.94
ID,1994,2,166.76
ID,1994,3,168.69
ID,1994,4,169.59
ID,1995,1,170.68
ID,1995,2,174.78
ID,1995,3,177.81
ID,1995,4,179.91
ID,1996,1,182.22
ID,1996,2,180.59
ID,1996,3,181.24
ID,1996,4,182.72
ID,1997,1,184.49
ID,1997,2,184.75
ID,1997,3,187.69
ID,1997,4,190.0
ID,1998,1,192.09
ID,1998,2,192.88
ID,1998,3,193.91
ID,1998,4,195.28
ID,1999,1,197.12
ID,1999,2,198.04
ID,1999,3,196.39
ID,1999,4,195.77
ID,2000,1,198.89
ID,2000,2,198.8
ID,2000,3,200.47
ID,2000,4,202.56
ID,2001,1,207.82
ID,2001,2,210.1
ID,2001,3,211.18
ID,2001,4,213.66
ID,2002,1,214.05
ID,2002,2,215.13
ID,2002,3,218.42
ID,2002,4,220.65
ID,2003,1,222.71
ID,2003,2,224.58
ID,2003,3,226.39
ID,2003,4,229.45
ID,2004,1,232.22
ID,2004,2,238.29
ID,2004,3,246.43
ID,2004,4,252.78
ID,2005,1,258.97
ID,2005,2,270.72
ID,2005,3,286.8
ID,2005,4,299.94
ID,2006,1,310.5
ID,2006,2,322.32
ID,2006,3,331.22
ID,2006,4,339.37
ID,2007,1,344.32
ID,2007,2,345.11
ID,2007,3,345.57
ID,2007,4,345.73
ID,2008,1,347.14
ID,2008,2,339.16
ID,2008,3,329.74
ID,2008,4,329.71
ID,2009,1,330.62
ID,2009,2,319.48
ID,2009,3,305.72
ID,2009,4,300.54
ID,2010,1,290.79
ID,2010,2,285.9
ID,2010,3,284.9
ID,2010,4,278.0
ID,2011,1,262.81
ID,2011,2,253.23
ID,2011,3,258.35
ID,2011,4,262.85
ID,2012,1,260.73
ID,2012,2,257.71
ID,2012,3,263.44
ID,2012,4,267.1
ID,2013,1,269.74
ID,2013,2,272.52
ID,2013,3,281.1
ID,2013,4,281.29
ID,2014,1,285.63
ID,2014,2,291.23
ID,2014,3,295.3
ID,2014,4,296.6
ID,2015,1,302.04
ID,2015,2,307.41
ID,2015,3,313.9
ID,2015,4,318.62
ID,2016,1,323.11
ID,2016,2,328.93
ID,2016,3,339.84
ID,2016,4,341.41
ID,2017,1,348.12
ID,2017,2,361.64
ID,2017,3,369.55
ID,2017,4,375.2
ID,2018,1,387.41
ID,2018,2,404.71
ID,2018,3,416.65
ID,2018,4,424.06
ID,2019,1,432.73
ID,2019,2,447.82
ID,2019,3,457.93
ID,2019,4,468.72
ID,2020,1,479.15
ID,2020,2,488.15
ID,2020,3,506.93
ID,2020,4,530.75
ID,2021,1,559.17
ID,2021,2,618.5
ID,2021,3,669.74
ID,2021,4,692.97
ID,2022,1,717.73
ID,2022,2,771.04
ID,2022,3,771.42
ID,2022,4,742.37
IL,1975,1,66.57
IL,1975,2,62.2
IL,1975,3,64.06
IL,1975,4,66.68
IL,1976,1,67.78
IL,1976,2,70.28
IL,1976,3,73.41
IL,1976,4,73.18
IL,1977,1,80.26
IL,1977,2,83.73
IL,1977,3,83.17
IL,1977,4,88.72
IL,1978,1,90.89
IL,1978,2,98.12
IL,1978,3,99.45
IL,1978,4,102.06
IL,1979,1,97.49
IL,1979,2,102.49
IL,1979,3,101.16
IL,1979,4,99.47
IL,1980,1,100.0
IL,1980,2,100.92
IL,1980,3,102.39
IL,1980,4,95.6
IL,1981,1,101.76
IL,1981,2,106.6
IL,1981,3,103.0
IL,1981,4,104.36
IL,1982,1,94.94
IL,1982,2,94.73
IL,1982,3,87.04
IL,1982,4,102.45
IL,1983,1,100.84
IL,1983,2,104.25
IL,1983,3,105.53
IL,1983,4,106.68
IL,1984,1,107.45
IL,1984,2,110.21
IL,1984,3,110.85
IL,1984,4,112.4
IL,1985,1,113.24
IL,1985,2,114.6
IL,1985,3,115.99
IL,1985,4,117.95
IL,1986,1,119.73
IL,1986,2,122.37
IL,1986,3,125.09
IL,1986,4,128.02
IL,1987,1,130.46
IL,1987,2,135.16
IL,1987,3,138.34
IL,1987,4,140.24
IL,1988,1,143.26
IL,1988,2,147.82
IL,1988,3,151.16
IL,1988,4,152.45
IL,1989,1,155.49
IL,1989,2,158.46
IL,1989,3,162.01
IL,1989,4,163.92
IL,1990,1,165.8
IL,1990,2,167.65
IL,1990,3,169.61
IL,1990,4,170.08
IL,1991,1,172.13
IL,1991,2,173.95
IL,1991,3,175.17
IL,1991,4,177.56
IL,1992,1,178.76
IL,1992,2,180.34
IL,1992,3,182.07
IL,1992,4,183.7
IL,1993,1,184.83
IL,1993,2,186.52
IL,1993,3,188.45
IL,1993,4,190.12
IL,1994,1,192.74
IL,1994,2,195.47
IL,1994,3,197.17
IL,1994,4,197.51
IL,1995,1,199.48
IL,1995,2,202.35
IL,1995,3,204.79
IL,1995,4,206.66
IL,1996,1,208.85
IL,1996,2,209.58
IL,1996,3,210.51
IL,1996,4,212.57
IL,1997,1,213.95
IL,1997,2,215.49
IL,1997,3,217.69
IL,1997,4,219.7
IL,1998,1,221.6
IL,1998,2,222.48
IL,1998,3,224.61
IL,1998,4,226.3
IL,1999,1,228.33
IL,1999,2,231.04
IL,1999,3,234.43
IL,1999,4,236.77
IL,2000,1,241.45
IL,2000,2,245.58
IL,2000,3,249.63
IL,2000,4,252.46
IL,2001,1,255.76
IL,2001,2,260.21
IL,2001,3,265.04
IL,2001,4,267.5
IL,2002,1,272.12
IL,2002,2,276.94
IL,2002,3,280.51
IL,2002,4,283.69
IL,2003,1,286.67
IL,2003,2,289.59
IL,2003,3,293.68
IL,2003,4,302.85
IL,2004,1,306.14
IL,2004,2,313.12
IL,2004,3,323.41
IL,2004,4,328.02
IL,2005,1,334.75
IL,2005,2,342.59
IL,2005,3,349.78
IL,2005,4,356.14
IL,2006,1,360.82
IL,2006,2,363.65
IL,2006,3,366.39
IL,2006,4,370.46
IL,2007,1,372.7
IL,2007,2,371.49
IL,2007,3,368.48
IL,2007,4,369.69
IL,2008,1,368.1
IL,2008,2,360.62
IL,2008,3,348.48
IL,2008,4,347.34
IL,2009,1,345.88
IL,2009,2,335.98
IL,2009,3,325.4
IL,2009,4,322.21
IL,2010,1,316.93
IL,2010,2,313.23
IL,2010,3,316.47
IL,2010,4,314.32
IL,2011,1,303.6
IL,2011,2,297.34
IL,2011,3,299.51
IL,2011,4,299.42
IL,2012,1,295.62
IL,2012,2,291.83
IL,2012,3,295.21
IL,2012,4,295.26
IL,2013,1,293.35
IL,2013,2,295.17
IL,2013,3,295.78
IL,2013,4,296.82
IL,2014,1,297.66
IL,2014,2,303.16
IL,2014,3,307.39
IL,2014,4,308.6
IL,2015,1,312.01
IL,2015,2,314.74
IL,2015,3,315.83
IL,2015,4,317.25
IL,2016,1,318.7
IL,2016,2,322.97
IL,2016,3,327.61
IL,2016,4,328.48
IL,2017,1,327.21
IL,2017,2,331.41
IL,2017,3,335.3
IL,2017,4,335.97
IL,2018,1,337.63
IL,2018,2,339.81
IL,2018,3,341.0
IL,2018,4,340.44
IL,2019,1,343.43
IL,2019,2,348.44
IL,2019,3,351.78
IL,2019,4,353.46
IL,2020,1,355.07
IL,2020,2,356.99
IL,2020,3,360.77
IL,2020,4,365.23
IL,2021,1,369.58
IL,2021,2,386.32
IL,2021,3,399.78
IL,2021,4,409.14
IL,2022,1,420.1
IL,2022,2,446.86
IL,2022,3,452.14
IL,2022,4,446.45
IN,1975,1,66.22
IN,1975,2,60.81
IN,1975,3,62.09
IN,1975,4,63.41
IN,1976,1,62.47
IN,1976,2,65.81
IN,1976,3,65.82
IN,1976,4,68.71
IN,1977,1,71.5
IN,1977,2,71.3
IN,1977,3,74.06
IN,1977,4,78.19
IN,1978,1,82.3
IN,1978,2,84.66
IN,1978,3,87.18
IN,1978,4,89.72
IN,1979,1,93.27
IN,1979,2,96.6
IN,1979,3,97.97
IN,1979,4,97.99
IN,1980,1,100.0
IN,1980,2,99.61
IN,1980,3,102.29
IN,1980,4,101.56
IN,1981,1,104.09
IN,1981,2,102.99
IN,1981,3,104.96
IN,1981,4,107.2
IN,1982,1,104.73
IN,1982,2,103.91
IN,1982,3,95.45
IN,1982,4,104.1
IN,1983,1,106.17
IN,1983,2,106.22
IN,1983,3,105.92
IN,1983,4,105.47
IN,1984,1,105.38
IN,1984,2,107.99
IN,1984,3,106.94
IN,1984,4,109.11
IN,1985,1,109.95
IN,1985,2,111.52
IN,1985,3,112.13
IN,1985,4,113.82
IN,1986,1,115.14
IN,1986,2,117.18
IN,1986,3,118.88
IN,1986,4,120.39
IN,1987,1,122.2
IN,1987,2,123.65
IN,1987,3,125.14
IN,1987,4,125.58
IN,1988,1,128.33
IN,1988,2,130.06
IN,1988,3,130.65
IN,1988,4,131.99
IN,1989,1,133.09
IN,1989,2,134.95
IN,1989,3,137.31
IN,1989,4,137.8
IN,1990,1,138.65
IN,1990,2,140.05
IN,1990,3,141.33
IN,1990,4,141.83
IN,1991,1,144.0
IN,1991,2,145.21
IN,1991,3,146.3
IN,1991,4,148.42
IN,1992,1,149.72
IN,1992,2,151.05
IN,1992,3,153.36
IN,1992,4,154.17
IN,1993,1,155.22
IN,1993,2,156.79
IN,1993,3,158.68
IN,1993,4,160.18
IN,1994,1,161.9
IN,1994,2,164.31
IN,1994,3,166.22
IN,1994,4,166.42
IN,1995,1,168.5
IN,1995,2,171.45
IN,1995,3,174.47
IN,1995,4,176.42
IN,1996,1,178.61
IN,1996,2,180.32
IN,1996,3,181.71
IN,1996,4,183.97
IN,1997,1,185.35
IN,1997,2,187.25
IN,1997,3,189.98
IN,1997,4,192.39
IN,1998,1,194.19
IN,1998,2,195.9
IN,1998,3,198.11
IN,1998,4,199.85
IN,1999,1,201.73
IN,1999,2,202.77
IN,1999,3,203.9
IN,1999,4,204.92
IN,2000,1,206.51
IN,2000,2,208.25
IN,2000,3,211.09
IN,2000,4,213.01
IN,2001,1,217.5
IN,2001,2,219.3
IN,2001,3,220.81
IN,2001,4,222.79
IN,2002,1,224.45
IN,2002,2,225.11
IN,2002,3,227.55
IN,2002,4,228.59
IN,2003,1,230.43
IN,2003,2,231.56
IN,2003,3,233.18
IN,2003,4,235.24
IN,2004,1,236.54
IN,2004,2,237.31
IN,2004,3,239.99
IN,2004,4,242.58
IN,2005,1,244.22
IN,2005,2,246.34
IN,2005,3,250.04
IN,2005,4,250.55
IN,2006,1,250.61
IN,2006,2,250.16
IN,2006,3,251.58
IN,2006,4,254.16
IN,2007,1,254.94
IN,2007,2,255.75
IN,2007,3,254.71
IN,2007,4,255.15
IN,2008,1,257.11
IN,2008,2,255.18
IN,2008,3,251.24
IN,2008,4,250.85
IN,2009,1,254.74
IN,2009,2,250.7
IN,2009,3,246.31
IN,2009,4,246.27
IN,2010,1,242.89
IN,2010,2,243.12
IN,2010,3,246.3
IN,2010,4,245.82
IN,2011,1,240.37
IN,2011,2,238.31
IN,2011,3,241.14
IN,2011,4,242.44
IN,2012,1,240.23
IN,2012,2,239.8
IN,2012,3,241.93
IN,2012,4,242.55
IN,2013,1,242.54
IN,2013,2,242.97
IN,2013,3,243.75
IN,2013,4,243.84
IN,2014,1,243.58
IN,2014,2,247.54
IN,2014,3,250.07
IN,2014,4,251.2
IN,2015,1,254.06
IN,2015,2,257.3
IN,2015,3,258.11
IN,2015,4,259.95
IN,2016,1,260.04
IN,2016,2,265.05
IN,2016,3,268.91
IN,2016,4,270.45
IN,2017,1,271.08
IN,2017,2,276.13
IN,2017,3,280.97
IN,2017,4,283.12
IN,2018,1,287.79
IN,2018,2,294.65
IN,2018,3,298.31
IN,2018,4,300.52
IN,2019,1,304.56
IN,2019,2,310.26
IN,2019,3,314.96
IN,2019,4,318.24
IN,2020,1,321.83
IN,2020,2,325.53
IN,2020,3,332.52
IN,2020,4,340.7
IN,2021,1,347.35
IN,2021,2,367.58
IN,2021,3,385.97
IN,2021,4,399.11
IN,2022,1,410.99
IN,2022,2,437.52
IN,2022,3,447.7
IN,2022,4,445.3
KS,1975,1,61.98
KS,1975,2,62.31
KS,1975,3,63.29
KS,1975,4,64.58
KS,1976,1,66.57
KS,1976,2,67.33
KS,1976,3,68.55
KS,1976,4,70.4
KS,1977,1,72.62
KS,1977,2,75.8
KS,1977,3,77.35
KS,1977,4,79.66
KS,1978,1,82.37
KS,1978,2,84.9
KS,1978,3,88.35
KS,1978,4,90.22
KS,1979,1,92.15
KS,1979,2,94.14
KS,1979,3,97.39
KS,1979,4,97.9
KS,1980,1,100.0
KS,1980,2,101.44
KS,1980,3,102.26
KS,1980,4,104.03
KS,1981,1,98.2
KS,1981,2,103.1
KS,1981,3,103.34
KS,1981,4,104.97
KS,1982,1,103.57
KS,1982,2,104.1
KS,1982,3,104.88
KS,1982,4,105.06
KS,1983,1,106.04
KS,1983,2,108.55
KS,1983,3,106.38
KS,1983,4,107.45
KS,1984,1,107.51
KS,1984,2,107.86
KS,1984,3,107.45
KS,1984,4,107.33
KS,1985,1,108.47
KS,1985,2,108.96
KS,1985,3,109.51
KS,1985,4,110.3
KS,1986,1,112.54
KS,1986,2,113.0
KS,1986,3,114.09
KS,1986,4,114.53
KS,1987,1,115.38
KS,1987,2,117.25
KS,1987,3,116.87
KS,1987,4,116.2
KS,1988,1,116.6
KS,1988,2,117.75
KS,1988,3,116.76
KS,1988,4,118.38
KS,1989,1,117.4
KS,1989,2,119.47
KS,1989,3,119.1
KS,1989,4,119.69
KS,1990,1,119.56
KS,1990,2,119.03
KS,1990,3,119.23
KS,1990,4,118.8
KS,1991,1,119.28
KS,1991,2,120.14
KS,1991,3,120.34
KS,1991,4,121.83
KS,1992,1,122.54
KS,1992,2,123.08
KS,1992,3,124.53
KS,1992,4,124.87
KS,1993,1,125.67
KS,1993,2,126.6
KS,1993,3,128.38
KS,1993,4,129.59
KS,1994,1,131.72
KS,1994,2,135.7
KS,1994,3,137.31
KS,1994,4,138.46
KS,1995,1,139.8
KS,1995,2,142.59
KS,1995,3,143.97
KS,1995,4,146.1
KS,1996,1,146.57
KS,1996,2,149.31
KS,1996,3,151.01
KS,1996,4,152.32
KS,1997,1,152.84
KS,1997,2,155.14
KS,1997,3,156.98
KS,1997,4,158.83
KS,1998,1,160.69
KS,1998,2,162.31
KS,1998,3,165.08
KS,1998,4,166.83
KS,1999,1,168.63
KS,1999,2,171.95
KS,1999,3,173.83
KS,1999,4,174.9
KS,2000,1,178.42
KS,2000,2,179.77
KS,2000,3,182.34
KS,2000,4,184.16
KS,2001,1,187.79
KS,2001,2,190.04
KS,2001,3,192.16
KS,2001,4,193.86
KS,2002,1,196.43
KS,2002,2,198.35
KS,2002,3,200.31
KS,2002,4,201.89
KS,2003,1,203.44
KS,2003,2,204.89
KS,2003,3,206.37
KS,2003,4,209.67
KS,2004,1,211.6
KS,2004,2,213.8
KS,2004,3,216.04
KS,2004,4,218.68
KS,2005,1,220.88
KS,2005,2,223.94
KS,2005,3,226.59
KS,2005,4,227.72
KS,2006,1,228.82
KS,2006,2,230.82
KS,2006,3,232.79
KS,2006,4,234.96
KS,2007,1,236.34
KS,2007,2,238.93
KS,2007,3,238.31
KS,2007,4,238.43
KS,2008,1,240.07
KS,2008,2,238.55
KS,2008,3,235.69
KS,2008,4,236.13
KS,2009,1,238.94
KS,2009,2,237.27
KS,2009,3,235.49
KS,2009,4,235.04
KS,2010,1,233.31
KS,2010,2,232.82
KS,2010,3,235.42
KS,2010,4,235.3
KS,2011,1,231.52
KS,2011,2,228.03
KS,2011,3,230.64
KS,2011,4,232.59
KS,2012,1,230.83
KS,2012,2,229.75
KS,2012,3,232.01
KS,2012,4,232.26
KS,2013,1,233.24
KS,2013,2,231.84
KS,2013,3,234.4
KS,2013,4,233.69
KS,2014,1,234.6
KS,2014,2,237.91
KS,2014,3,241.4
KS,2014,4,241.25
KS,2015,1,243.25
KS,2015,2,246.17
KS,2015,3,249.05
KS,2015,4,249.21
KS,2016,1,251.39
KS,2016,2,256.32
KS,2016,3,260.14
KS,2016,4,261.92
KS,2017,1,261.61
KS,2017,2,268.67
KS,2017,3,271.25
KS,2017,4,272.12
KS,2018,1,276.24
KS,2018,2,281.41
KS,2018,3,282.38
KS,2018,4,284.77
KS,2019,1,287.08
KS,2019,2,292.15
KS,2019,3,295.65
KS,2019,4,297.47
KS,2020,1,301.81
KS,2020,2,304.52
KS,2020,3,311.01
KS,2020,4,317.22
KS,2021,1,322.85
KS,2021,2,341.22
KS,2021,3,356.44
KS,2021,4,363.27
KS,2022,1,375.4
KS,2022,2,400.63
KS,2022,3,407.31
KS,2022,4,401.31
KY,1975,1,64.14
KY,1975,2,65.68
KY,1975,3,66.84
KY,1975,4,68.29
KY,1976,1,69.46
KY,1976,2,68.61
KY,1976,3,69.06
KY,1976,4,69.19
KY,1977,1,69.8
KY,1977,2,73.44
KY,1977,3,76.48
KY,1977,4,78.5
KY,1978,1,81.55
KY,1978,2,83.9
KY,1978,3,88.52
KY,1978,4,91.75
KY,1979,1,95.56
KY,1979,2,97.68
KY,1979,3,96.83
KY,1979,4,99.35
KY,1980,1,100.0
KY,1980,2,100.98
KY,1980,3,101.14
KY,1980,4,104.55
KY,1981,1,107.37
KY,1981,2,105.7
KY,1981,3,103.26
KY,1981,4,103.56
KY,1982,1,106.58
KY,1982,2,106.44
KY,1982,3,104.49
KY,1982,4,107.01
KY,1983,1,108.47
KY,1983,2,109.64
KY,1983,3,109.97
KY,1983,4,109.09
KY,1984,1,112.65
KY,1984,2,110.53
KY,1984,3,112.73
KY,1984,4,112.58
KY,1985,1,114.14
KY,1985,2,115.28
KY,1985,3,114.67
KY,1985,4,116.93
KY,1986,1,118.64
KY,1986,2,120.66
KY,1986,3,120.8
KY,1986,4,123.48
KY,1987,1,124.99
KY,1987,2,126.27
KY,1987,3,129.13
KY,1987,4,129.43
KY,1988,1,131.69
KY,1988,2,132.81
KY,1988,3,135.02
KY,1988,4,136.31
KY,1989,1,137.91
KY,1989,2,138.85
KY,1989,3,141.75
KY,1989,4,142.41
KY,1990,1,142.96
KY,1990,2,144.18
KY,1990,3,145.24
KY,1990,4,144.92
KY,1991,1,147.29
KY,1991,2,148.51
KY,1991,3,149.29
KY,1991,4,151.19
KY,1992,1,152.22
KY,1992,2,153.47
KY,1992,3,155.52
KY,1992,4,156.82
KY,1993,1,157.67
KY,1993,2,159.52
KY,1993,3,160.72
KY,1993,4,162.64
KY,1994,1,165.33
KY,1994,2,169.65
KY,1994,3,171.12
KY,1994,4,172.97
KY,1995,1,174.91
KY,1995,2,177.8
KY,1995,3,180.27
KY,1995,4,181.99
KY,1996,1,184.19
KY,1996,2,185.9
KY,1996,3,187.74
KY,1996,4,189.67
KY,1997,1,192.6
KY,1997,2,193.63
KY,1997,3,195.87
KY,1997,4,198.29
KY,1998,1,200.07
KY,1998,2,202.42
KY,1998,3,204.9
KY,1998,4,207.58
KY,1999,1,209.42
KY,1999,2,211.78
KY,1999,3,213.62
KY,1999,4,215.38
KY,2000,1,218.61
KY,2000,2,220.59
KY,2000,3,222.5
KY,2000,4,225.31
KY,2001,1,229.68
KY,2001,2,231.73
KY,2001,3,233.65
KY,2001,4,235.51
KY,2002,1,237.38
KY,2002,2,239.0
KY,2002,3,241.53
KY,2002,4,243.8
KY,2003,1,245.84
KY,2003,2,247.75
KY,2003,3,249.83
KY,2003,4,253.47
KY,2004,1,256.53
KY,2004,2,258.77
KY,2004,3,261.82
KY,2004,4,266.83
KY,2005,1,268.69
KY,2005,2,272.4
KY,2005,3,276.9
KY,2005,4,278.29
KY,2006,1,280.92
KY,2006,2,281.87
KY,2006,3,283.04
KY,2006,4,286.13
KY,2007,1,288.55
KY,2007,2,289.34
KY,2007,3,288.9
KY,2007,4,292.02
KY,2008,1,293.33
KY,2008,2,293.19
KY,2008,3,288.72
KY,2008,4,290.52
KY,2009,1,293.02
KY,2009,2,290.18
KY,2009,3,286.77
KY,2009,4,286.77
KY,2010,1,284.84
KY,2010,2,283.63
KY,2010,3,287.61
KY,2010,4,287.23
KY,2011,1,283.07
KY,2011,2,280.29
KY,2011,3,282.53
KY,2011,4,283.57
KY,2012,1,283.27
KY,2012,2,282.28
KY,2012,3,284.5
KY,2012,4,285.63
KY,2013,1,285.47
KY,2013,2,286.26
KY,2013,3,285.79
KY,2013,4,284.56
KY,2014,1,284.77
KY,2014,2,289.18
KY,2014,3,290.45
KY,2014,4,292.56
KY,2015,1,295.37
KY,2015,2,298.96
KY,2015,3,300.58
KY,2015,4,303.06
KY,2016,1,304.59
KY,2016,2,310.07
KY,2016,3,313.37
KY,2016,4,315.33
KY,2017,1,318.08
KY,2017,2,324.44
KY,2017,3,328.97
KY,2017,4,329.64
KY,2018,1,334.14
KY,2018,2,338.53
KY,2018,3,341.29
KY,2018,4,342.92
KY,2019,1,346.58
KY,2019,2,352.01
KY,2019,3,357.35
KY,2019,4,359.58
KY,2020,1,363.69
KY,2020,2,367.8
KY,2020,3,374.22
KY,2020,4,381.74
KY,2021,1,388.85
KY,2021,2,406.59
KY,2021,3,427.28
KY,2021,4,441.1
KY,2022,1,453.17
KY,2022,2,480.39
KY,2022,3,489.85
KY,2022,4,493.11
LA,1975,1,51.69
LA,1975,2,55.1
LA,1975,3,52.85
LA,1975,4,55.62
LA,1976,1,58.79
LA,1976,2,58.75
LA,1976,3,58.16
LA,1976,4,61.67
LA,1977,1,62.86
LA,1977,2,65.15
LA,1977,3,62.67
LA,1977,4,68.41
LA,1978,1,73.02
LA,1978,2,73.46
LA,1978,3,77.79
LA,1978,4,81.81
LA,1979,1,87.9
