State,Year,Quarter,H_idx
MO,1982,3,103.67
MO,1982,4,104.04
MO,1983,1,105.49
MO,1983,2,108.18
MO,1983,3,111.59
MO,1983,4,112.58
MO,1984,1,113.16
MO,1984,2,115.29
MO,1984,3,118.91
MO,1984,4,119.02
MO,1985,1,120.25
MO,1985,2,123.47
MO,1985,3,125.48
MO,1985,4,126.35
MO,1986,1,127.42
MO,1986,2,129.36
MO,1986,3,131.93
MO,1986,4,134.07
MO,1987,1,135.85
MO,1987,2,138.85
MO,1987,3,140.35
MO,1987,4,140.87
MO,1988,1,140.77
MO,1988,2,142.88
MO,1988,3,143.74
MO,1988,4,143.6
MO,1989,1,143.58
MO,1989,2,145.25
MO,1989,3,146.09
MO,1989,4,146.75
MO,1990,1,146.85
MO,1990,2,146.66
MO,1990,3,146.88
MO,1990,4,145.66
MO,1991,1,147.32
MO,1991,2,148.12
MO,1991,3,148.51
MO,1991,4,150.14
MO,1992,1,150.96
MO,1992,2,151.31
MO,1992,3,152.41
MO,1992,4,153.35
MO,1993,1,153.48
MO,1993,2,154.43
MO,1993,3,155.53
MO,1993,4,156.86
MO,1994,1,158.53
MO,1994,2,161.46
MO,1994,3,163.97
MO,1994,4,164.29
MO,1995,1,166.42
MO,1995,2,168.28
MO,1995,3,170.63
MO,1995,4,172.1
MO,1996,1,173.65
MO,1996,2,176.02
MO,1996,3,177.3
MO,1996,4,179.34
MO,1997,1,180.97
MO,1997,2,182.64
MO,1997,3,184.89
MO,1997,4,186.74
MO,1998,1,188.43
MO,1998,2,190.27
MO,1998,3,192.48
MO,1998,4,194.17
MO,1999,1,196.63
MO,1999,2,199.69
MO,1999,3,201.99
MO,1999,4,203.98
MO,2000,1,207.88
MO,2000,2,210.44
MO,2000,3,213.85
MO,2000,4,216.44
MO,2001,1,220.09
MO,2001,2,223.4
MO,2001,3,226.66
MO,2001,4,228.91
MO,2002,1,232.63
MO,2002,2,235.7
MO,2002,3,238.63
MO,2002,4,241.53
MO,2003,1,243.63
MO,2003,2,245.35
MO,2003,3,248.39
MO,2003,4,254.06
MO,2004,1,257.09
MO,2004,2,260.38
MO,2004,3,266.38
MO,2004,4,270.01
MO,2005,1,274.55
MO,2005,2,278.57
MO,2005,3,283.59
MO,2005,4,286.78
MO,2006,1,289.54
MO,2006,2,289.9
MO,2006,3,292.67
MO,2006,4,296.09
MO,2007,1,297.51
MO,2007,2,297.9
MO,2007,3,296.24
MO,2007,4,297.53
MO,2008,1,297.87
MO,2008,2,293.82
MO,2008,3,289.02
MO,2008,4,289.65
MO,2009,1,292.01
MO,2009,2,287.32
MO,2009,3,280.6
MO,2009,4,279.32
MO,2010,1,277.17
MO,2010,2,275.34
MO,2010,3,278.26
MO,2010,4,276.47
MO,2011,1,269.45
MO,2011,2,265.34
MO,2011,3,269.02
MO,2011,4,270.32
MO,2012,1,267.96
MO,2012,2,265.41
MO,2012,3,268.32
MO,2012,4,268.66
MO,2013,1,267.48
MO,2013,2,268.43
MO,2013,3,268.75
MO,2013,4,268.12
MO,2014,1,268.72
MO,2014,2,273.48
MO,2014,3,275.72
MO,2014,4,278.12
MO,2015,1,280.41
MO,2015,2,282.67
MO,2015,3,285.35
MO,2015,4,288.53
MO,2016,1,290.81
MO,2016,2,294.6
MO,2016,3,299.34
MO,2016,4,300.68
MO,2017,1,302.04
MO,2017,2,308.28
MO,2017,3,311.99
MO,2017,4,314.35
MO,2018,1,318.96
MO,2018,2,324.0
MO,2018,3,327.31
MO,2018,4,330.04
MO,2019,1,332.91
MO,2019,2,339.16
MO,2019,3,343.02
MO,2019,4,347.65
MO,2020,1,351.53
MO,2020,2,354.06
MO,2020,3,360.73
MO,2020,4,367.92
MO,2021,1,375.07
MO,2021,2,398.39
MO,2021,3,415.93
MO,2021,4,427.88
MO,2022,1,443.4
MO,2022,2,473.83
MO,2022,3,479.51
MO,2022,4,477.32
MS,1975,1,75.11
MS,1975,2,72.08
MS,1975,3,72.44
MS,1975,4,73.1
MS,1976,1,73.3
MS,1976,2,74.58
MS,1976,3,71.84
MS,1976,4,83.12
MS,1977,1,75.36
MS,1977,2,77.39
MS,1977,3,78.19
MS,1977,4,85.98
MS,1978,1,86.28
MS,1978,2,87.7
MS,1978,3,92.71
MS,1978,4,90.32
MS,1979,1,98.5
MS,1979,2,101.55
MS,1979,3,106.36
MS,1979,4,93.11
MS,1980,1,100.0
MS,1980,2,96.69
MS,1980,3,104.02
MS,1980,4,104.35
MS,1981,1,94.57
MS,1981,2,115.01
MS,1981,3,107.36
MS,1981,4,93.04
MS,1982,1,102.91
MS,1982,2,104.5
MS,1982,3,108.36
MS,1982,4,108.19
MS,1983,1,112.27
MS,1983,2,112.47
MS,1983,3,110.38
MS,1983,4,115.46
MS,1984,1,118.3
MS,1984,2,114.96
MS,1984,3,112.81
MS,1984,4,114.21
MS,1985,1,119.87
MS,1985,2,121.9
MS,1985,3,122.67
MS,1985,4,122.69
MS,1986,1,123.77
MS,1986,2,125.72
MS,1986,3,123.92
MS,1986,4,124.57
MS,1987,1,126.03
MS,1987,2,125.95
MS,1987,3,124.23
MS,1987,4,123.4
MS,1988,1,122.24
MS,1988,2,123.98
MS,1988,3,121.91
MS,1988,4,123.88
MS,1989,1,119.45
MS,1989,2,123.5
MS,1989,3,125.78
MS,1989,4,124.61
MS,1990,1,126.22
MS,1990,2,124.42
MS,1990,3,125.7
MS,1990,4,124.5
MS,1991,1,127.15
MS,1991,2,125.97
MS,1991,3,126.3
MS,1991,4,129.6
MS,1992,1,131.32
MS,1992,2,131.47
MS,1992,3,132.42
MS,1992,4,132.89
MS,1993,1,133.42
MS,1993,2,135.56
MS,1993,3,137.32
MS,1993,4,138.29
MS,1994,1,140.54
MS,1994,2,142.62
MS,1994,3,143.99
MS,1994,4,146.37
MS,1995,1,146.46
MS,1995,2,149.5
MS,1995,3,151.92
MS,1995,4,153.64
MS,1996,1,154.54
MS,1996,2,155.3
MS,1996,3,158.25
MS,1996,4,159.29
MS,1997,1,159.82
MS,1997,2,160.91
MS,1997,3,163.36
MS,1997,4,165.76
MS,1998,1,167.77
MS,1998,2,170.4
MS,1998,3,171.98
MS,1998,4,173.7
MS,1999,1,175.98
MS,1999,2,178.39
MS,1999,3,179.14
MS,1999,4,179.0
MS,2000,1,180.94
MS,2000,2,182.19
MS,2000,3,184.95
MS,2000,4,186.28
MS,2001,1,190.99
MS,2001,2,192.21
MS,2001,3,194.08
MS,2001,4,195.73
MS,2002,1,196.4
MS,2002,2,195.73
MS,2002,3,199.37
MS,2002,4,201.33
MS,2003,1,202.58
MS,2003,2,204.22
MS,2003,3,205.24
MS,2003,4,206.81
MS,2004,1,208.81
MS,2004,2,211.14
MS,2004,3,213.92
MS,2004,4,216.88
MS,2005,1,218.2
MS,2005,2,222.47
MS,2005,3,227.03
MS,2005,4,232.2
MS,2006,1,235.99
MS,2006,2,242.91
MS,2006,3,247.64
MS,2006,4,252.13
MS,2007,1,255.94
MS,2007,2,255.99
MS,2007,3,256.07
MS,2007,4,259.4
MS,2008,1,259.71
MS,2008,2,257.62
MS,2008,3,253.01
MS,2008,4,255.56
MS,2009,1,256.32
MS,2009,2,253.86
MS,2009,3,248.98
MS,2009,4,247.56
MS,2010,1,244.83
MS,2010,2,241.71
MS,2010,3,244.56
MS,2010,4,242.73
MS,2011,1,237.55
MS,2011,2,237.6
MS,2011,3,239.85
MS,2011,4,241.2
MS,2012,1,238.63
MS,2012,2,237.36
MS,2012,3,239.65
MS,2012,4,238.13
MS,2013,1,238.46
MS,2013,2,237.9
MS,2013,3,238.56
MS,2013,4,237.01
MS,2014,1,239.14
MS,2014,2,239.48
MS,2014,3,241.96
MS,2014,4,244.78
MS,2015,1,246.52
MS,2015,2,246.79
MS,2015,3,249.6
MS,2015,4,251.22
MS,2016,1,252.1
MS,2016,2,253.78
MS,2016,3,254.76
MS,2016,4,259.17
MS,2017,1,258.91
MS,2017,2,259.24
MS,2017,3,262.03
MS,2017,4,263.36
MS,2018,1,265.86
MS,2018,2,265.61
MS,2018,3,266.98
MS,2018,4,269.24
MS,2019,1,272.33
MS,2019,2,275.7
MS,2019,3,279.08
MS,2019,4,280.29
MS,2020,1,284.51
MS,2020,2,284.7
MS,2020,3,289.14
MS,2020,4,294.18
MS,2021,1,298.34
MS,2021,2,309.2
MS,2021,3,326.2
MS,2021,4,335.73
MS,2022,1,345.32
MS,2022,2,361.13
MS,2022,3,376.1
MS,2022,4,380.5
MT,1975,1,57.06
MT,1975,2,57.02
MT,1975,3,59.31
MT,1975,4,58.2
MT,1976,1,59.54
MT,1976,2,65.12
MT,1976,3,64.38
MT,1976,4,65.36
MT,1977,1,66.05
MT,1977,2,71.5
MT,1977,3,76.87
MT,1977,4,79.57
MT,1978,1,90.52
MT,1978,2,89.52
MT,1978,3,89.97
MT,1978,4,92.31
MT,1979,1,94.54
MT,1979,2,100.14
MT,1979,3,96.74
MT,1979,4,103.81
MT,1980,1,100.0
MT,1980,2,95.11
MT,1980,3,107.36
MT,1980,4,102.07
MT,1981,1,95.41
MT,1981,2,101.86
MT,1981,3,113.92
MT,1981,4,100.01
MT,1982,1,105.01
MT,1982,2,113.45
MT,1982,3,100.46
MT,1982,4,113.02
MT,1983,1,98.73
MT,1983,2,104.7
MT,1983,3,110.13
MT,1983,4,114.32
MT,1984,1,123.13
MT,1984,2,120.5
MT,1984,3,115.39
MT,1984,4,112.16
MT,1985,1,115.66
MT,1985,2,110.22
MT,1985,3,115.9
MT,1985,4,118.28
MT,1986,1,117.35
MT,1986,2,114.22
MT,1986,3,115.18
MT,1986,4,115.58
MT,1987,1,110.09
MT,1987,2,112.7
MT,1987,3,111.06
MT,1987,4,105.05
MT,1988,1,109.62
MT,1988,2,110.45
MT,1988,3,113.7
MT,1988,4,112.85
MT,1989,1,111.08
MT,1989,2,112.08
MT,1989,3,114.59
MT,1989,4,116.17
MT,1990,1,114.63
MT,1990,2,116.54
MT,1990,3,121.36
MT,1990,4,121.77
MT,1991,1,119.88
MT,1991,2,123.87
MT,1991,3,125.9
MT,1991,4,130.45
MT,1992,1,132.41
MT,1992,2,134.63
MT,1992,3,138.36
MT,1992,4,142.78
MT,1993,1,145.34
MT,1993,2,149.41
MT,1993,3,151.97
MT,1993,4,157.07
MT,1994,1,159.46
MT,1994,2,166.22
MT,1994,3,170.23
MT,1994,4,171.44
MT,1995,1,173.12
MT,1995,2,177.08
MT,1995,3,180.85
MT,1995,4,181.82
MT,1996,1,184.52
MT,1996,2,186.52
MT,1996,3,188.76
MT,1996,4,189.56
MT,1997,1,190.24
MT,1997,2,190.94
MT,1997,3,193.39
MT,1997,4,196.89
MT,1998,1,198.3
MT,1998,2,198.04
MT,1998,3,199.81
MT,1998,4,201.95
MT,1999,1,201.8
MT,1999,2,203.97
MT,1999,3,206.45
MT,1999,4,205.98
MT,2000,1,208.7
MT,2000,2,210.27
MT,2000,3,213.5
MT,2000,4,216.55
MT,2001,1,220.86
MT,2001,2,223.44
MT,2001,3,225.53
MT,2001,4,227.16
MT,2002,1,232.16
MT,2002,2,234.21
MT,2002,3,238.7
MT,2002,4,240.96
MT,2003,1,243.52
MT,2003,2,248.48
MT,2003,3,254.03
MT,2003,4,260.69
MT,2004,1,265.19
MT,2004,2,271.73
MT,2004,3,281.17
MT,2004,4,287.7
MT,2005,1,294.92
MT,2005,2,306.63
MT,2005,3,315.78
MT,2005,4,326.19
MT,2006,1,332.83
MT,2006,2,343.16
MT,2006,3,351.71
MT,2006,4,358.48
MT,2007,1,365.28
MT,2007,2,370.27
MT,2007,3,373.85
MT,2007,4,376.29
MT,2008,1,380.12
MT,2008,2,377.88
MT,2008,3,371.9
MT,2008,4,375.53
MT,2009,1,377.19
MT,2009,2,372.29
MT,2009,3,363.49
MT,2009,4,361.0
MT,2010,1,354.26
MT,2010,2,350.42
MT,2010,3,355.06
MT,2010,4,353.8
MT,2011,1,343.03
MT,2011,2,341.91
MT,2011,3,343.11
MT,2011,4,344.96
MT,2012,1,346.69
MT,2012,2,346.13
MT,2012,3,349.4
MT,2012,4,354.05
MT,2013,1,357.25
MT,2013,2,359.85
MT,2013,3,364.69
MT,2013,4,365.62
MT,2014,1,369.73
MT,2014,2,372.16
MT,2014,3,380.32
MT,2014,4,382.46
MT,2015,1,384.91
MT,2015,2,391.0
MT,2015,3,394.33
MT,2015,4,398.09
MT,2016,1,402.04
MT,2016,2,403.91
MT,2016,3,410.16
MT,2016,4,412.46
MT,2017,1,419.98
MT,2017,2,424.08
MT,2017,3,432.23
MT,2017,4,434.06
MT,2018,1,441.34
MT,2018,2,450.49
MT,2018,3,455.64
MT,2018,4,460.89
MT,2019,1,463.42
MT,2019,2,472.78
MT,2019,3,479.48
MT,2019,4,485.81
MT,2020,1,492.59
MT,2020,2,493.54
MT,2020,3,507.77
MT,2020,4,524.16
MT,2021,1,541.3
MT,2021,2,584.16
MT,2021,3,626.49
MT,2021,4,656.19
MT,2022,1,683.5
MT,2022,2,736.14
MT,2022,3,750.47
MT,2022,4,753.81
NC,1975,1,66.02
NC,1975,2,67.12
NC,1975,3,69.08
NC,1975,4,70.59
NC,1976,1,68.64
NC,1976,2,69.89
NC,1976,3,70.67
NC,1976,4,70.78
NC,1977,1,75.09
NC,1977,2,74.1
NC,1977,3,76.72
NC,1977,4,81.36
NC,1978,1,83.0
NC,1978,2,83.05
NC,1978,3,86.79
NC,1978,4,87.28
NC,1979,1,90.09
NC,1979,2,91.69
NC,1979,3,96.19
NC,1979,4,96.25
NC,1980,1,100.0
NC,1980,2,98.87
NC,1980,3,101.26
NC,1980,4,102.51
NC,1981,1,106.15
NC,1981,2,106.11
NC,1981,3,106.06
NC,1981,4,104.54
NC,1982,1,106.75
NC,1982,2,109.65
NC,1982,3,107.51
NC,1982,4,112.13
NC,1983,1,112.93
NC,1983,2,111.44
NC,1983,3,114.18
NC,1983,4,115.56
NC,1984,1,118.22
NC,1984,2,122.44
NC,1984,3,121.79
NC,1984,4,125.06
NC,1985,1,127.9
NC,1985,2,130.3
NC,1985,3,133.14
NC,1985,4,134.94
NC,1986,1,136.14
NC,1986,2,138.76
NC,1986,3,141.22
NC,1986,4,142.97
NC,1987,1,145.75
NC,1987,2,147.26
NC,1987,3,149.73
NC,1987,4,150.75
NC,1988,1,151.85
NC,1988,2,154.25
NC,1988,3,155.79
NC,1988,4,156.4
NC,1989,1,156.89
NC,1989,2,157.73
NC,1989,3,160.49
NC,1989,4,161.01
NC,1990,1,161.29
NC,1990,2,161.72
NC,1990,3,163.2
NC,1990,4,163.08
NC,1991,1,164.06
NC,1991,2,165.24
NC,1991,3,165.62
NC,1991,4,167.95
NC,1992,1,169.03
NC,1992,2,169.36
NC,1992,3,171.43
NC,1992,4,172.21
NC,1993,1,172.64
NC,1993,2,174.14
NC,1993,3,175.98
NC,1993,4,177.41
NC,1994,1,179.03
NC,1994,2,181.84
NC,1994,3,184.28
NC,1994,4,186.5
NC,1995,1,188.0
NC,1995,2,190.68
NC,1995,3,193.85
NC,1995,4,195.72
NC,1996,1,198.08
NC,1996,2,199.82
NC,1996,3,202.24
NC,1996,4,203.82
NC,1997,1,206.35
NC,1997,2,208.96
NC,1997,3,211.81
NC,1997,4,214.84
NC,1998,1,217.6
NC,1998,2,219.1
NC,1998,3,222.34
NC,1998,4,224.45
NC,1999,1,226.39
NC,1999,2,228.75
NC,1999,3,230.07
NC,1999,4,231.19
NC,2000,1,233.21
NC,2000,2,236.14
NC,2000,3,239.17
NC,2000,4,241.81
NC,2001,1,247.05
NC,2001,2,249.23
NC,2001,3,251.21
NC,2001,4,253.5
NC,2002,1,255.05
NC,2002,2,256.14
NC,2002,3,259.68
NC,2002,4,261.43
NC,2003,1,263.6
NC,2003,2,265.33
NC,2003,3,266.66
NC,2003,4,269.04
NC,2004,1,272.12
NC,2004,2,274.6
NC,2004,3,277.5
NC,2004,4,282.22
NC,2005,1,286.7
NC,2005,2,290.51
NC,2005,3,297.13
NC,2005,4,303.4
NC,2006,1,308.38
NC,2006,2,312.59
NC,2006,3,317.87
NC,2006,4,323.65
NC,2007,1,328.82
NC,2007,2,331.91
NC,2007,3,333.24
NC,2007,4,335.77
NC,2008,1,338.63
NC,2008,2,337.99
NC,2008,3,334.0
NC,2008,4,333.79
NC,2009,1,337.61
NC,2009,2,331.88
NC,2009,3,324.15
NC,2009,4,320.31
NC,2010,1,315.01
NC,2010,2,312.44
NC,2010,3,314.51
NC,2010,4,312.79
NC,2011,1,305.75
NC,2011,2,299.6
NC,2011,3,301.05
NC,2011,4,302.24
NC,2012,1,297.96
NC,2012,2,294.39
NC,2012,3,297.43
NC,2012,4,298.68
NC,2013,1,298.11
NC,2013,2,299.6
NC,2013,3,300.25
NC,2013,4,299.52
NC,2014,1,301.11
NC,2014,2,305.15
NC,2014,3,308.17
NC,2014,4,309.26
NC,2015,1,314.23
NC,2015,2,317.92
NC,2015,3,320.45
NC,2015,4,323.34
NC,2016,1,327.1
NC,2016,2,332.24
NC,2016,3,338.83
NC,2016,4,340.46
NC,2017,1,341.85
NC,2017,2,352.06
NC,2017,3,356.83
NC,2017,4,358.5
NC,2018,1,365.13
NC,2018,2,373.35
NC,2018,3,378.23
NC,2018,4,380.85
NC,2019,1,386.81
NC,2019,2,393.68
NC,2019,3,398.18
NC,2019,4,403.28
NC,2020,1,409.35
NC,2020,2,412.8
NC,2020,3,420.52
NC,2020,4,430.86
NC,2021,1,441.71
NC,2021,2,467.78
NC,2021,3,499.22
NC,2021,4,522.04
NC,2022,1,547.94
NC,2022,2,593.64
NC,2022,3,612.7
NC,2022,4,610.91
ND,1975,1,67.56
ND,1975,2,59.67
ND,1975,3,65.92
ND,1975,4,62.92
ND,1976,1,74.72
ND,1976,2,72.47
ND,1976,3,71.1
ND,1976,4,72.51
ND,1977,1,81.74
ND,1977,2,84.96
ND,1977,3,79.48
ND,1977,4,77.71
ND,1978,1,87.7
ND,1978,2,83.36
ND,1978,3,89.17
ND,1978,4,85.4
ND,1979,1,99.23
ND,1979,2,98.76
ND,1979,3,97.32
ND,1979,4,99.52
ND,1980,1,100.0
ND,1980,2,106.12
ND,1980,3,99.29
ND,1980,4,95.43
ND,1981,1,105.0
ND,1981,2,98.01
ND,1981,3,116.29
ND,1981,4,109.85
ND,1982,1,99.13
ND,1982,2,83.37
ND,1982,3,72.64
ND,1982,4,99.11
ND,1983,1,98.95
ND,1983,2,106.58
ND,1983,3,89.18
ND,1983,4,106.96
ND,1984,1,118.11
ND,1984,2,112.13
ND,1984,3,114.59
ND,1984,4,109.23
ND,1985,1,109.22
ND,1985,2,109.72
ND,1985,3,113.59
ND,1985,4,108.51
ND,1986,1,112.72
ND,1986,2,111.81
ND,1986,3,111.36
ND,1986,4,109.11
ND,1987,1,112.88
ND,1987,2,110.34
ND,1987,3,110.44
ND,1987,4,110.08
ND,1988,1,107.3
ND,1988,2,109.01
ND,1988,3,109.61
ND,1988,4,104.91
ND,1989,1,108.62
ND,1989,2,107.96
ND,1989,3,110.55
ND,1989,4,111.29
ND,1990,1,110.82
ND,1990,2,110.51
ND,1990,3,112.12
ND,1990,4,110.84
ND,1991,1,112.85
ND,1991,2,113.98
ND,1991,3,114.29
ND,1991,4,115.35
ND,1992,1,117.66
ND,1992,2,117.88
ND,1992,3,119.19
ND,1992,4,120.27
ND,1993,1,120.99
ND,1993,2,123.84
ND,1993,3,126.16
ND,1993,4,126.92
ND,1994,1,128.54
ND,1994,2,132.21
ND,1994,3,133.87
ND,1994,4,134.16
ND,1995,1,136.66
ND,1995,2,137.9
ND,1995,3,139.59
ND,1995,4,140.55
ND,1996,1,143.87
ND,1996,2,142.59
ND,1996,3,144.9
ND,1996,4,144.85
ND,1997,1,145.47
ND,1997,2,145.89
ND,1997,3,148.31
ND,1997,4,150.49
ND,1998,1,152.99
ND,1998,2,154.17
ND,1998,3,156.17
ND,1998,4,156.89
ND,1999,1,157.18
ND,1999,2,157.75
ND,1999,3,158.19
ND,1999,4,156.93
ND,2000,1,158.56
ND,2000,2,159.74
ND,2000,3,161.47
ND,2000,4,162.66
ND,2001,1,166.84
ND,2001,2,167.99
ND,2001,3,169.39
ND,2001,4,170.61
ND,2002,1,172.68
ND,2002,2,174.14
ND,2002,3,178.07
ND,2002,4,179.94
ND,2003,1,181.18
ND,2003,2,183.92
ND,2003,3,186.47
ND,2003,4,189.98
ND,2004,1,192.08
ND,2004,2,195.09
ND,2004,3,201.14
ND,2004,4,205.19
ND,2005,1,206.46
ND,2005,2,212.94
ND,2005,3,217.82
ND,2005,4,220.56
ND,2006,1,221.49
ND,2006,2,228.06
ND,2006,3,230.75
ND,2006,4,231.2
ND,2007,1,236.1
ND,2007,2,238.85
ND,2007,3,240.48
ND,2007,4,241.15
ND,2008,1,245.34
ND,2008,2,246.42
ND,2008,3,246.52
ND,2008,4,248.54
ND,2009,1,250.24
ND,2009,2,249.96
ND,2009,3,249.69
ND,2009,4,251.82
ND,2010,1,251.68
ND,2010,2,251.65
ND,2010,3,253.83
ND,2010,4,256.64
ND,2011,1,258.12
ND,2011,2,261.56
ND,2011,3,264.54
ND,2011,4,267.0
ND,2012,1,269.07
ND,2012,2,276.47
ND,2012,3,281.11
ND,2012,4,288.5
ND,2013,1,293.29
ND,2013,2,299.84
ND,2013,3,310.9
ND,2013,4,315.37
ND,2014,1,318.35
ND,2014,2,322.76
ND,2014,3,330.6
ND,2014,4,335.49
ND,2015,1,338.97
ND,2015,2,341.69
ND,2015,3,348.31
ND,2015,4,348.88
ND,2016,1,349.34
ND,2016,2,351.56
ND,2016,3,355.2
ND,2016,4,354.8
ND,2017,1,356.55
ND,2017,2,355.81
ND,2017,3,359.73
ND,2017,4,358.05
ND,2018,1,359.39
ND,2018,2,361.45
ND,2018,3,361.21
ND,2018,4,362.97
ND,2019,1,365.25
ND,2019,2,370.26
ND,2019,3,373.16
ND,2019,4,374.98
ND,2020,1,376.22
ND,2020,2,375.51
ND,2020,3,381.19
ND,2020,4,385.91
ND,2021,1,386.25
ND,2021,2,396.64
ND,2021,3,411.97
ND,2021,4,419.85
ND,2022,1,426.82
ND,2022,2,448.12
ND,2022,3,457.31
ND,2022,4,459.35
NE,1975,1,63.58
NE,1975,2,62.62
NE,1975,3,61.31
NE,1975,4,67.84
NE,1976,1,67.19
NE,1976,2,67.66
NE,1976,3,68.02
NE,1976,4,70.49
NE,1977,1,72.32
NE,1977,2,73.91
NE,1977,3,78.23
NE,1977,4,80.04
NE,1978,1,78.71
NE,1978,2,85.72
NE,1978,3,86.55
NE,1978,4,87.28
NE,1979,1,92.9
NE,1979,2,94.19
NE,1979,3,97.18
NE,1979,4,98.27
NE,1980,1,100.0
NE,1980,2,103.31
NE,1980,3,101.71
NE,1980,4,105.87
NE,1981,1,102.24
NE,1981,2,102.68
NE,1981,3,100.48
NE,1981,4,100.19
NE,1982,1,106.26
NE,1982,2,107.14
NE,1982,3,109.26
NE,1982,4,108.78
NE,1983,1,108.9
NE,1983,2,109.22
NE,1983,3,111.46
NE,1983,4,112.03
NE,1984,1,110.39
NE,1984,2,112.83
NE,1984,3,112.31
NE,1984,4,111.47
NE,1985,1,111.46
NE,1985,2,113.02
NE,1985,3,113.18
NE,1985,4,114.24
NE,1986,1,115.49
NE,1986,2,115.61
NE,1986,3,115.62
NE,1986,4,117.07
NE,1987,1,117.55
NE,1987,2,116.94
NE,1987,3,115.5
NE,1987,4,116.11
NE,1988,1,117.1
NE,1988,2,117.83
NE,1988,3,118.55
NE,1988,4,118.28
NE,1989,1,119.52
NE,1989,2,120.69
NE,1989,3,121.91
NE,1989,4,122.76
NE,1990,1,123.72
NE,1990,2,125.73
NE,1990,3,126.88
NE,1990,4,127.05
NE,1991,1,128.22
NE,1991,2,129.61
NE,1991,3,130.78
NE,1991,4,131.54
NE,1992,1,133.27
NE,1992,2,135.09
NE,1992,3,137.17
NE,1992,4,138.16
NE,1993,1,139.41
NE,1993,2,141.12
NE,1993,3,143.34
NE,1993,4,145.55
NE,1994,1,147.46
NE,1994,2,152.24
NE,1994,3,155.78
NE,1994,4,155.73
NE,1995,1,157.76
NE,1995,2,160.7
NE,1995,3,163.03
NE,1995,4,164.06
NE,1996,1,166.03
NE,1996,2,169.53
NE,1996,3,172.0
NE,1996,4,172.94
NE,1997,1,174.56
NE,1997,2,177.91
NE,1997,3,180.12
NE,1997,4,182.49
NE,1998,1,184.12
NE,1998,2,185.3
NE,1998,3,188.09
NE,1998,4,190.3
NE,1999,1,191.7
NE,1999,2,195.3
NE,1999,3,196.09
NE,1999,4,197.38
NE,2000,1,198.53
NE,2000,2,201.31
NE,2000,3,203.19
NE,2000,4,204.67
NE,2001,1,207.33
NE,2001,2,209.62
NE,2001,3,211.41
NE,2001,4,213.12
NE,2002,1,214.81
NE,2002,2,216.19
NE,2002,3,218.25
NE,2002,4,219.67
NE,2003,1,220.85
NE,2003,2,222.08
NE,2003,3,224.48
NE,2003,4,228.11
NE,2004,1,229.27
NE,2004,2,232.57
NE,2004,3,237.19
NE,2004,4,239.12
NE,2005,1,240.77
NE,2005,2,244.22
NE,2005,3,247.72
NE,2005,4,246.96
NE,2006,1,247.0
NE,2006,2,249.53
NE,2006,3,250.57
NE,2006,4,250.75
NE,2007,1,251.72
NE,2007,2,253.55
NE,2007,3,252.54
NE,2007,4,252.04
NE,2008,1,253.99
NE,2008,2,252.03
NE,2008,3,249.79
NE,2008,4,251.05
NE,2009,1,253.09
NE,2009,2,251.97
NE,2009,3,249.49
NE,2009,4,249.31
NE,2010,1,247.05
NE,2010,2,248.8
NE,2010,3,251.07
NE,2010,4,249.73
NE,2011,1,247.57
NE,2011,2,246.7
NE,2011,3,249.15
NE,2011,4,250.78
NE,2012,1,250.45
NE,2012,2,250.79
NE,2012,3,251.97
NE,2012,4,253.26
NE,2013,1,254.69
NE,2013,2,257.48
NE,2013,3,258.81
NE,2013,4,260.51
NE,2014,1,260.69
NE,2014,2,266.36
NE,2014,3,268.81
NE,2014,4,270.47
NE,2015,1,272.3
NE,2015,2,277.0
NE,2015,3,281.67
NE,2015,4,282.66
NE,2016,1,282.44
NE,2016,2,288.33
NE,2016,3,293.7
NE,2016,4,294.5
NE,2017,1,298.12
NE,2017,2,306.6
NE,2017,3,310.08
NE,2017,4,311.85
NE,2018,1,315.05
NE,2018,2,321.93
NE,2018,3,326.84
NE,2018,4,327.35
NE,2019,1,331.81
NE,2019,2,339.0
NE,2019,3,342.08
NE,2019,4,344.13
NE,2020,1,348.37
NE,2020,2,350.87
NE,2020,3,355.55
NE,2020,4,362.75
NE,2021,1,369.06
NE,2021,2,390.52
NE,2021,3,410.24
NE,2021,4,419.13
NE,2022,1,429.62
NE,2022,2,462.54
NE,2022,3,467.93
NE,2022,4,464.49
NH,1975,1,73.52
NH,1975,2,60.76
NH,1975,3,61.3
NH,1975,4,53.97
NH,1976,1,76.18
NH,1976,2,63.32
NH,1976,3,64.75
NH,1976,4,69.62
NH,1977,1,71.94
NH,1977,2,66.1
NH,1977,3,68.96
NH,1977,4,75.72
NH,1978,1,75.32
NH,1978,2,75.93
NH,1978,3,82.67
NH,1978,4,85.16
NH,1979,1,89.6
NH,1979,2,93.15
NH,1979,3,95.88
NH,1979,4,96.34
NH,1980,1,100.0
NH,1980,2,98.08
NH,1980,3,102.16
NH,1980,4,98.53
NH,1981,1,97.89
NH,1981,2,100.57
NH,1981,3,99.48
NH,1981,4,106.51
NH,1982,1,106.26
NH,1982,2,105.41
NH,1982,3,107.5
NH,1982,4,106.81
NH,1983,1,109.08
NH,1983,2,112.07
NH,1983,3,115.8
NH,1983,4,118.04
NH,1984,1,122.03
NH,1984,2,127.58
NH,1984,3,133.38
NH,1984,4,137.38
NH,1985,1,141.74
NH,1985,2,152.04
NH,1985,3,159.68
